coupon_id,start_date,date_count,selling_price_mean,selling_price_std,selling_price_last,other_discount_mean,other_discount_std,other_discount_last,coupon_discount_mean,coupon_discount_std,coupon_discount_last,coupon_applied_mean,coupon_applied_std,coupon_applied_last,selling_price_ewm_mean,selling_price_ewm_std,coupon_discount_ewm_mean,coupon_discount_ewm_std,coupon_applied_ewm_mean,coupon_applied_ewm_std
13,2013-02-16,15,78.364,18.80018837291644,71.24,16.622666666666667,8.152308583345897,17.81,0.0,0.0,0.0,0.0,0.0,0.0,79.96179166953522,18.129725874071397,0.0,0.0,0.0,0.0
14,2013-02-16,20,138.918,14.63735401743017,149.25,8.549000000000001,10.988255404844997,0.0,8.192,14.735486918892164,0.0,0.3,0.47016234598162726,0.0,139.0544930752607,11.246702414433718,8.31266624077365,9.339480284800185,0.30447497569078014,0.2941905863398834
16,2013-01-07,14,69.86285714285714,18.739473118186986,70.88,2.5185714285714282,9.423631389832083,0.0,3.562142857142857,7.124230785545502,0.0,0.21428571428571427,0.42581531362632,0.0,69.98568198360337,12.151492625820733,3.4505364613172067,5.244802417037442,0.20643280884295792,0.30813796803380855
17,2013-02-02,11,147.07727272727274,49.05316362700964,196.61999999999998,37.04363636363637,63.69573145395652,197.69,6.476363636363636,21.479668187719877,0.0,0.18181818181818182,0.6030226891555273,0.0,144.81045940419494,30.29841321628699,5.7568489208569105,14.634772342983478,0.1616184424721199,0.4108582914930792
18,2013-03-11,54,122.82888888888881,53.93564242011436,102.94,17.796666666666667,26.948005702106318,0.0,0.49462962962962964,3.6347706127632606,0.0,0.018518518518518517,0.1360827634879543,0.0,123.02995642095459,37.11940864868487,0.49462962962944024,2.545808588576904,0.018518518518511433,0.09531293854649585
19,2013-03-11,81,115.24148148148147,89.9631674368893,44.52,6.398148148148147,10.586342039523274,22.8,0.0,0.0,0.0,0.0,0.0,0.0,115.48464028978881,64.2732950017766,0.0,0.0,0.0,0.0
20,2013-05-19,497,971.7515694164995,555.9865211375585,1457.8799999999999,70.73651911468802,76.99383297305833,88.34,0.23647887323943662,2.755073522973983,0.0,0.008048289738430584,0.08944054207475244,0.0,970.466356589809,441.85913072832005,0.23647887323943656,1.9409269838168581,0.008048289738430584,0.0629869232627649
21,2013-05-19,501,2166.3769261477023,988.0062421631421,3151.3,466.5307385229541,242.0490954142433,559.6,12.689341317365269,22.798867168464085,0.0,0.46706586826347307,0.7412241048783388,0.0,2163.580713385259,863.6407625640585,12.689326188081537,16.50762078498901,0.46706542755954245,0.5409934194387388
22,2013-05-19,501,2824.8892015968063,1285.2128649397182,3715.8499999999995,725.726846307385,373.7358719005096,935.0300000000001,14.24253493013972,28.09197628792387,0.0,0.46706586826347307,0.749275098780611,0.0,2821.2789073705962,1115.6582428095905,14.235477411813397,20.163336194030993,0.46701525454201176,0.5538268072374165
23,2013-05-19,494,2228.296133603241,1097.6902700197234,2093.0100000000007,247.83194331983793,214.38744334490377,635.8099999999998,20.884331983805676,52.85960478197891,17.81,0.4149797570850202,0.6679099880409711,1.0,2225.9941946016293,876.8847254131512,20.8599452419416,39.24756897597792,0.41407359351810447,0.4913906163460135
24,2013-05-19,498,2462.016084337346,1271.517769604439,2587.7700000000004,607.9999196787147,413.2228429197224,608.39,3.737309236947792,25.694188869053384,0.0,0.11646586345381527,0.3623225435891548,0.0,2459.0325110497265,1072.2440025638798,3.7373092219937143,18.516940448441144,0.11646586303400333,0.2573410402376375
25,2013-05-19,1,213.36,,213.36,0.0,,0.0,0.0,,0.0,0.0,,0.0,213.36,,0.0,,0.0,
26,2013-05-19,6,308.9433333333333,142.2365779490869,213.36,108.64166666666667,209.37435080894377,35.62,0.0,0.0,0.0,0.0,0.0,0.0,304.9197726478067,102.12945001995111,0.0,0.0,0.0,0.0
27,2013-05-19,193,141.23041450777217,92.6585711701061,142.48,101.25512953367874,83.7089127516997,123.94999999999999,2.214559585492228,7.497892268957979,0.0,0.09844559585492228,0.3156469355311248,0.0,141.21739194708474,65.05782033749696,2.2144963100437502,5.649716633406237,0.09844322696396042,0.23334850684254319
28,2013-07-15,21,231.78333333333327,67.78136191707374,213.36,28.52952380952381,49.50429107422815,0.0,6.784761904761904,18.22911616591644,0.0,0.14285714285714285,0.35856858280031806,0.0,231.73844203851118,47.35580235483129,7.0999206943655615,12.985949254134832,0.14728013691492353,0.24180953193019789
29,2013-08-10,543,961.5658747697979,542.7232642803044,547.8199999999999,67.67224677716378,74.99444798218741,35.26,0.39027624309392267,3.3907342972932093,0.0,0.014732965009208104,0.12059306308130963,0.0,961.1985213246971,429.43595028394355,0.3902761126161083,2.3823335561208174,0.014732954570365176,0.08469262783555363
30,2013-08-10,547,2180.024332723946,965.4515719095505,1582.2399999999998,463.988957952468,236.72035104625363,406.43999999999994,12.771553930530168,22.422556620133108,0.0,0.4753199268738574,0.7368093015902314,0.0,2178.7330353351717,839.5814152927516,12.770326155212542,16.192001289232277,0.47523100876394236,0.5370449301660783
31,2013-08-10,547,2810.9475502742243,1251.1812263174445,1425.1499999999996,721.3823765996342,365.19447224318554,974.2099999999999,14.74696526508227,28.39701790573002,0.0,0.4826325411334552,0.7662584625264164,0.0,2809.394528640838,1082.8184262615866,14.744163871529034,20.425355984811468,0.4825068741921187,0.5663282157468756
32,2013-08-10,540,2246.87916666667,1081.341471586976,1534.15,254.12374074074054,216.38238825004566,210.87,20.460833333333344,51.477504684508546,0.0,0.4111111111111111,0.6683034946154892,0.0,2245.5907129541965,861.8586543327323,20.459838036851018,38.16163067033988,0.41109078983367,0.4896258421846421
33,2013-08-10,544,2450.9409558823495,1252.3425230294092,1665.5799999999995,606.6665625000002,406.6218067395727,1011.5899999999999,3.6602757352941175,24.731518696814838,0.0,0.11397058823529412,0.35630036661673353,0.0,2449.6109449130495,1050.8726868958638,3.6602757337711735,17.810837827535632,0.11397058819254831,0.2524570545803383
34,2013-08-10,53,72.61773584905661,39.0516968823433,78.01,8.884339622641507,14.133350426103984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.47979006313828,27.383032414741976,0.0,0.0,0.0,0.0
35,2013-07-15,20,139.66549999999998,47.66547381988019,106.86,33.178999999999995,47.08121459104917,28.14,3.562,15.9297482717085,0.0,0.1,0.44721359549995787,0.0,139.32392989116352,32.140284715940645,3.562025135200075,10.963786507676113,0.10000070564851418,0.30779861054677465
36,2013-08-10,1,462.7,,462.7,0.0,,0.0,0.0,,0.0,0.0,,0.0,462.7,,0.0,,0.0,
37,2013-09-16,334,178.1722754491018,150.90940375587573,35.26,0.372185628742515,4.849839136829817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.2083952648807,118.31560078667825,0.0,0.0,0.0,0.0
38,2013-09-16,94,81.30180851063832,58.09182804785396,63.76,39.13957446808509,60.42187248907295,0.0,0.9282978723404256,6.697709548841351,0.0,0.0425531914893617,0.2503714924607367,0.0,81.18498598998681,42.04195704778583,0.9282978591360689,4.6897936138100595,0.04255319074796045,0.17443583419361905
39,2013-10-08,42,132.54071428571427,39.96072458343879,106.86,24.577619047619052,36.50577360347156,28.14,2.332142857142857,11.645294566479185,0.0,0.07142857142857142,0.34165002367328795,0.0,132.23520583168983,25.93677399527516,2.3321455594844416,8.067491012157694,0.07142867250972651,0.23625443100358084
40,2013-10-08,105,119.07847619047617,94.55482329947075,248.63,6.557142857142856,10.450836524696678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.57117312268066,65.69629700449643,0.0,0.0,0.0,0.0
41,2013-10-08,214,140.02313084112163,90.4371026835502,320.58,99.12341121495321,87.27334330532584,449.53,2.080467289719626,7.229109761902168,0.0,0.09345794392523364,0.3074263996157931,0.0,139.68173147546725,63.44598269184218,2.0712201497297795,5.444369210286723,0.0929387333699327,0.22694592381002288
42,2013-10-21,511,524.7816046966728,418.0487450860342,774.3700000000001,63.26440313111548,73.07321787209229,144.98,6.674990215264184,29.138606247872108,0.0,0.1350293542074364,0.3952734832841958,0.0,524.1210842471428,307.9491190375993,6.655513326258863,21.28041526264067,0.1348100916013328,0.2862322710063799
43,2013-10-21,511,524.7816046966728,418.0487450860342,774.3700000000001,63.26440313111548,73.07321787209229,144.98,6.674990215264184,29.138606247872108,0.0,0.1350293542074364,0.3952734832841958,0.0,524.1210842471428,307.9491190375993,6.655513326258863,21.28041526264067,0.1348100916013328,0.2862322710063799
44,2013-10-21,243,133.19004115226335,93.0673075039316,195.55,9.763374485596712,21.634918480472763,0.0,0.9747736625514404,5.509837206633332,0.0,0.0411522633744856,0.21882931729659155,0.0,133.0138867248736,65.09145247251237,0.9745725866088616,4.151003942607167,0.04114661834521616,0.16582439831375254
45,2013-02-16,29,41.04931034482758,23.460187694267205,28.14,0.9700000000000001,1.924379306240252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.34485878637969,15.274057445487779,0.0,0.0,0.0,0.0
47,2013-02-16,1,63.76,,63.76,0.0,,0.0,0.0,,0.0,0.0,,0.0,63.76,,0.0,,0.0,
48,2013-02-16,2,99.38,0.0,99.38,7.12,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,99.38,0.0,0.0,0.0,0.0,0.0
49,2013-02-16,1,213.36,,213.36,53.43,,53.43,0.0,,0.0,0.0,,0.0,213.36,,0.0,,0.0,
52,2013-02-16,4,204.54500000000002,17.63,213.36,115.67500000000001,17.63000000000001,106.86,0.0,0.0,0.0,0.0,0.0,0.0,201.44279807692305,15.9271955426999,0.0,0.0,0.0,0.0
53,2013-02-16,2,178.1,0.0,178.1,70.88,0.0,70.88,0.0,0.0,0.0,0.0,0.0,0.0,178.1,0.0,0.0,0.0,0.0,0.0
54,2013-02-16,2,106.5,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,0.0,0.0,0.0,0.0,0.0
55,2013-02-16,7,98.92,21.72910720669397,141.76,30.888571428571428,37.74981961483235,64.12,0.0,0.0,0.0,0.0,0.0,0.0,96.76141665661962,12.707051619030429,0.0,0.0,0.0,0.0
56,2013-02-16,266,52.20255639097755,42.3321134026913,21.02,3.228195488721804,8.577644514124868,0.0,0.10041353383458647,1.6376951757643434,0.0,0.0037593984962406013,0.061313933948496574,0.0,52.19886774344789,31.328700206626436,0.10041353383458643,1.1558383456066141,0.0037593984962406004,0.043273618330461026
57,2013-02-16,12,210.98666666666676,17.540045264445244,213.36,19.2925,16.738454433375317,21.37,0.0,0.0,0.0,0.0,0.0,0.0,211.1670320388762,13.106553453198847,0.0,0.0,0.0,0.0
59,2013-02-16,72,318.03888888888895,137.54532872869973,213.36,121.57236111111105,113.2087061113988,106.86,0.0,0.0,0.0,0.0,0.0,0.0,317.97338337774386,107.28492228087609,0.0,0.0,0.0,0.0
60,2013-02-16,9,226.81666666666672,20.59990533958833,248.98,57.78333333333333,20.599905339588332,35.62,0.0,0.0,0.0,0.0,0.0,0.0,225.05259948353614,14.46421330334565,0.0,0.0,0.0,0.0
62,2013-02-16,104,219.94701923076934,122.47594962546655,177.74,69.83538461538457,63.59405794314338,35.62,0.0,0.0,0.0,0.0,0.0,0.0,219.51765480487785,83.98339718283574,0.0,0.0,0.0,0.0
63,2013-02-16,92,124.0491304347826,57.75303279515063,111.49,13.539891304347822,23.854635022904205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.9797591892014,41.9883663124407,0.0,0.0,0.0,0.0
64,2013-02-16,123,146.06593495934965,70.2429858564435,89.05,83.82495934959347,49.939316148045116,81.57,0.0,0.0,0.0,0.0,0.0,0.0,145.8941203601045,50.87452788116155,0.0,0.0,0.0,0.0
65,2013-02-16,26,110.25846153846149,54.991157594093806,267.15,29.57807692307692,22.45548378801593,59.84,2.7399999999999998,13.97131346724423,0.0,0.038461538461538464,0.19611613513818404,0.0,108.08134653809381,37.784842682097164,2.6385185185257845,9.70171455103192,0.03703703703713904,0.13618352822897137
66,2013-02-16,4,104.725,10.282608294267236,113.63,12.467500000000001,15.52723923733171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.90974999999999,8.324652560317457,0.0,0.0,0.0,0.0
67,2013-02-16,40,140.87725000000003,60.080131447989444,89.05,18.5225,16.413140100197705,10.33,0.0,0.0,0.0,0.0,0.0,0.0,140.73516951560913,40.41602023508797,0.0,0.0,0.0,0.0
68,2013-02-16,35,55.505714285714284,26.029664444484048,35.26,5.618285714285714,5.133881965298135,7.12,0.0,0.0,0.0,0.0,0.0,0.0,55.92093549545341,18.56919871353619,0.0,0.0,0.0,0.0
69,2013-02-16,9,93.67888888888889,15.40504417751248,71.24,11.241111111111111,13.436829466474267,31.7,0.0,0.0,0.0,0.0,0.0,0.0,94.4550314237843,10.945458195244695,0.0,0.0,0.0,0.0
70,2013-02-16,21,104.19761904761903,30.676172496705302,113.63,16.91238095238095,22.631497057146245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.76178354690053,22.805999496710143,0.0,0.0,0.0,0.0
71,2013-02-16,23,72.35478260869566,41.2852432220659,45.95,26.266521739130436,41.32361790117957,28.5,0.0,0.0,0.0,0.0,0.0,0.0,72.5059978316988,28.44207585994127,0.0,0.0,0.0,0.0
72,2013-02-16,3,100.80333333333334,20.357370491626213,89.05,25.886666666666667,22.418510952633167,38.83,0.0,0.0,0.0,0.0,0.0,0.0,104.64576923076923,17.30093038422396,0.0,0.0,0.0,0.0
73,2013-02-16,84,97.23428571428566,55.37500998473003,164.56,19.777023809523815,25.008337635207475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.81898634147504,38.905812332774175,0.0,0.0,0.0,0.0
74,2013-02-16,11,92.90636363636364,87.80122667397389,71.24,25.740909090909085,36.79890173756425,10.33,0.0,0.0,0.0,0.0,0.0,0.0,92.99701031117637,58.26107618840059,0.0,0.0,0.0,0.0
75,2013-02-16,52,75.39865384615379,37.11884189522263,53.43,6.788846153846152,13.318060221154528,8.19,0.0,0.0,0.0,0.0,0.0,0.0,75.46508375180825,25.538255760486855,0.0,0.0,0.0,0.0
76,2013-02-16,9,111.41000000000001,82.5253853368768,35.62,39.617777777777775,46.94732041815001,21.02,0.0,0.0,0.0,0.0,0.0,0.0,112.5196978086948,53.48900233238179,0.0,0.0,0.0,0.0
77,2013-02-16,1,213.36,,213.36,0.0,,0.0,0.0,,0.0,0.0,,0.0,213.36,,0.0,,0.0,
78,2013-02-16,40,47.420250000000024,26.53565501575917,106.86,15.967499999999998,17.200882617485444,20.3,0.0,0.0,0.0,0.0,0.0,0.0,46.80416001239458,18.538087326333326,0.0,0.0,0.0,0.0
79,2013-02-16,5,106.71599999999998,33.41611632132017,88.69,17.454,17.455000143225433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.23621611570248,25.821616826711555,0.0,0.0,0.0,0.0
81,2013-02-16,16,90.14124999999997,45.627350405212,59.49,2.136875,6.044113079407653,12.82,0.0,0.0,0.0,0.0,0.0,0.0,93.81280273198259,40.166725352594916,0.0,0.0,0.0,0.0
82,2013-02-16,22,66.26818181818182,27.591354345737262,57.7,2.2500000000000004,7.463924028603313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.76789734773085,19.320385930573266,0.0,0.0,0.0,0.0
83,2013-02-16,42,55.86119047619042,23.320735168345404,35.62,12.16,20.275253690031153,11.75,0.0,0.0,0.0,0.0,0.0,0.0,55.862296392512334,15.717782661625403,0.0,0.0,0.0,0.0
84,2013-02-16,13,65.04692307692308,34.82971322128454,42.74,42.552307692307686,38.703360782979,14.25,0.0,0.0,0.0,0.0,0.0,0.0,65.15416376456724,22.42956285046368,0.0,0.0,0.0,0.0
85,2013-02-16,27,50.052962962962965,49.234008244365675,56.28,19.024074074074072,27.189221883122848,28.5,0.0,0.0,0.0,0.0,0.0,0.0,50.18401044320237,33.2575523058388,0.0,0.0,0.0,0.0
86,2013-02-16,32,67.77843749999998,89.1458845361798,45.95,17.61,19.076364704067196,10.69,0.0,0.0,0.0,0.0,0.0,0.0,67.6871882205367,61.10189132251318,0.0,0.0,0.0,0.0
87,2013-02-16,21,130.03047619047624,109.80130670789809,95.82,13.68761904761905,12.873679312753563,28.5,0.0,0.0,0.0,0.0,0.0,0.0,138.83721080697168,110.76813059315751,0.0,0.0,0.0,0.0
88,2013-02-16,21,116.20571428571425,29.10907067761329,111.85,5.291428571428572,10.212162986221031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.57158360651849,30.389907311144096,0.0,0.0,0.0,0.0
89,2013-02-16,69,47.24521739130431,21.166221606238537,71.24,9.559855072463751,16.892153459760507,3.56,0.0,0.0,0.0,0.0,0.0,0.0,47.13597977091973,14.432431622854907,0.0,0.0,0.0,0.0
90,2013-02-16,22,25.76136363636363,2.0059869805743427,24.58,2.541818181818182,3.6705489875671007,3.56,0.0,0.0,0.0,0.0,0.0,0.0,25.779129114342354,1.5386173063030943,0.0,0.0,0.0,0.0
91,2013-02-16,224,96.62254464285714,72.25288948400083,127.16,30.166562500000005,30.540633761468175,32.06,0.0,0.0,0.0,0.0,0.0,0.0,96.45858316215512,52.63180625560733,0.0,0.0,0.0,0.0
92,2013-02-16,5,152.80599999999998,15.929748271708503,159.93,24.221999999999998,16.400375605454894,14.25,0.0,0.0,0.0,0.0,0.0,0.0,154.1944553719008,13.93441144653043,0.0,0.0,0.0,0.0
93,2013-02-16,27,67.07148148148147,62.96664200521658,35.62,39.195185185185174,55.384855981394146,28.14,0.0,0.0,0.0,0.0,0.0,0.0,67.1895867866587,44.04518405648523,0.0,0.0,0.0,0.0
94,2013-02-16,31,84.70580645161291,31.46830275840474,66.97,34.83838709677418,12.513613412806123,35.98,0.0,0.0,0.0,0.0,0.0,0.0,84.75379459707544,22.51273085515669,0.0,0.0,0.0,0.0
95,2013-02-16,2,42.39,0.0,42.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.39,0.0,0.0,0.0,0.0,0.0
96,2013-02-16,74,68.87040540540542,43.43946357546104,31.35,3.4279729729729738,5.236853332028438,4.27,0.0,0.0,0.0,0.0,0.0,0.0,68.86339722468824,32.87688923271958,0.0,0.0,0.0,0.0
97,2013-02-16,49,86.54959183673472,40.74334050692537,89.05,17.052653061224497,15.091199391189084,17.45,2.1808163265306124,10.68145566639029,0.0,0.04081632653061224,0.19991494790174602,0.0,86.45024705559419,26.726580942967107,2.135943562610229,7.834210799777947,0.03997648442092887,0.14662569342650097
98,2013-02-16,46,107.66499999999996,68.58867900592472,35.62,28.542608695652167,47.0499199401743,35.26,0.0,0.0,0.0,0.0,0.0,0.0,108.14306935164659,49.334765079077215,0.0,0.0,0.0,0.0
100,2013-02-16,20,64.631,34.371647878662095,45.95,21.6545,19.49940011897802,21.37,0.0,0.0,0.0,0.0,0.0,0.0,64.28712433357974,26.651423214935576,0.0,0.0,0.0,0.0
101,2013-02-16,4,1317.58,167.0726093649106,1388.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.34125,114.532839859361,0.0,0.0,0.0,0.0
102,2013-02-16,15,67.462,53.92660808914278,26.71,12.562000000000001,9.97937315523518,9.26,0.0,0.0,0.0,0.0,0.0,0.0,67.34704839767608,38.30431992615934,0.0,0.0,0.0,0.0
103,2013-02-16,11,31.11909090909091,14.063727425220849,12.11,3.8536363636363644,2.5170469710645955,2.14,0.0,0.0,0.0,0.0,0.0,0.0,32.25151031039483,10.985229374227048,0.0,0.0,0.0,0.0
104,2013-01-07,95,81.76842105263168,38.31717903476887,191.28,6.32115789473684,10.489941267421518,13.89,0.0,0.0,0.0,0.0,0.0,0.0,81.48172160279886,28.2103978131484,0.0,0.0,0.0,0.0
105,2013-03-11,36,111.55999999999996,54.7762403654306,106.86,12.160833333333333,13.139857658502784,27.78,0.0,0.0,0.0,0.0,0.0,0.0,110.74478682369062,39.50369524257004,0.0,0.0,0.0,0.0
106,2013-04-08,2,248.98,0.0,248.98,142.48,0.0,142.48,0.0,0.0,0.0,0.0,0.0,0.0,248.98,0.0,0.0,0.0,0.0,0.0
107,2013-04-22,73,58.90931506849318,30.646998599136328,28.14,4.449589041095891,10.37519282797462,7.12,0.770958904109589,6.587075764198229,0.0,0.0136986301369863,0.11704114719613057,0.0,58.966095670426334,21.82785089333264,0.7709589041095892,4.625307246366199,0.013698630136986297,0.08218385299158135
108,2013-04-22,82,47.552439024390196,22.79106444791633,35.62,8.456707317073151,15.698684387346796,1.78,0.0,0.0,0.0,0.0,0.0,0.0,47.604472946883,15.3538201617241,0.0,0.0,0.0,0.0
109,2013-04-22,47,94.18212765957449,40.941081150959306,89.05,51.13468085106382,32.117763800214426,24.58,0.0,0.0,0.0,0.0,0.0,0.0,94.4379175527901,28.088230606112088,0.0,0.0,0.0,0.0
110,2013-05-19,76,70.00223684210523,50.599279483636494,71.24,13.099473684210526,18.077571363044456,22.8,0.0,0.0,0.0,0.0,0.0,0.0,70.1274620979835,35.96865964394188,0.0,0.0,0.0,0.0
111,2013-05-19,75,178.43239999999994,107.4822235313507,117.19,83.25600000000003,97.25581637577733,17.81,0.0,0.0,0.0,0.0,0.0,0.0,178.54688291993978,82.28026856257577,0.0,0.0,0.0,0.0
112,2013-05-19,34,131.43764705882356,57.60319930397509,213.72,23.592352941176472,26.778596389634217,20.66,0.0,0.0,0.0,0.0,0.0,0.0,130.3962361935896,43.34815904567214,0.0,0.0,0.0,0.0
113,2013-05-19,54,134.82796296296294,61.626077896490074,106.86,21.424814814814813,22.25219893655972,10.33,0.0,0.0,0.0,0.0,0.0,0.0,134.72854007462126,42.18665210096701,0.0,0.0,0.0,0.0
114,2013-05-19,21,73.53380952380952,24.157305411860506,59.49,30.548095238095232,16.571778606730067,32.77,0.0,0.0,0.0,0.0,0.0,0.0,74.00608728245298,15.635750187102946,0.0,0.0,0.0,0.0
115,2013-05-19,10,91.435,16.164695584307594,71.24,13.287,14.224769515805091,31.7,0.0,0.0,0.0,0.0,0.0,0.0,92.56240976765434,11.929449772276836,0.0,0.0,0.0,0.0
116,2013-05-19,7,74.70142857142856,29.818104918863995,141.77,6.308571428571428,4.71551845354403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.90060803229102,20.442613745618385,0.0,0.0,0.0,0.0
117,2013-05-19,27,51.25296296296295,22.516515445473964,67.32,14.181851851851848,14.772413228467196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.926575435284725,16.933235799980153,0.0,0.0,0.0,0.0
118,2013-05-19,29,93.88999999999999,33.83924338482086,67.32,20.881724137931027,20.92188312150113,24.93,0.0,0.0,0.0,0.0,0.0,0.0,94.26103662850812,23.80492100586668,0.0,0.0,0.0,0.0
119,2013-05-19,58,104.17586206896547,72.51880765207662,35.62,27.07724137931034,43.08906479070071,35.26,0.0,0.0,0.0,0.0,0.0,0.0,104.33481441791683,52.351268223445516,0.0,0.0,0.0,0.0
120,2013-05-19,24,45.99458333333333,29.22466765968162,35.62,7.613750000000002,5.1447472684789615,10.33,0.0,0.0,0.0,0.0,0.0,0.0,46.13952035703259,20.617870710078243,0.0,0.0,0.0,0.0
121,2013-05-19,23,73.35826086956524,6.5721026469145345,70.88,22.76826086956522,9.286769010593861,28.5,0.0,0.0,0.0,0.0,0.0,0.0,73.3588991534656,4.818435124971187,0.0,0.0,0.0,0.0
123,2013-05-19,13,209.2223076923077,65.81151395637976,177.74,58.910000000000004,28.518824192686015,71.24,0.0,0.0,0.0,0.0,0.0,0.0,208.5337223683319,48.304275899786674,0.0,0.0,0.0,0.0
124,2013-05-19,66,153.0228787878787,64.32129243738696,135.0,10.94469696969697,25.52314799849176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.98254412181652,42.50414089546292,0.0,0.0,0.0,0.0
125,2013-05-19,92,80.18380434782604,30.282730466204185,92.26,20.635978260869564,18.8338978393666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.07944713306009,21.6429029176264,0.0,0.0,0.0,0.0
126,2013-05-19,34,65.17441176470585,56.40987143309261,71.24,36.09147058823529,50.71130984560232,56.28,0.0,0.0,0.0,0.0,0.0,0.0,65.17826520919132,39.47502159572261,0.0,0.0,0.0,0.0
127,2013-05-19,21,142.69952380952378,34.95672946317925,124.67,43.48857142857143,14.498049967397094,53.07,0.0,0.0,0.0,0.0,0.0,0.0,142.65975838140315,24.848191598951896,0.0,0.0,0.0,0.0
129,2013-05-19,12,156.34166666666667,45.05791340714814,149.25,2.9675,4.762285786163081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.37693377573044,31.361052718496374,0.0,0.0,0.0,0.0
130,2013-05-19,19,159.07052631578946,42.46999862303901,160.29,11.716315789473683,14.500827643247863,17.45,0.0,0.0,0.0,0.0,0.0,0.0,158.4256671212539,31.37990093487415,0.0,0.0,0.0,0.0
131,2013-05-19,35,62.27571428571429,12.08076114803891,59.49,5.891142857142858,6.195241424070655,4.27,0.0,0.0,0.0,0.0,0.0,0.0,62.307627534195994,7.659066366443053,0.0,0.0,0.0,0.0
