coupon_id,start_date,item_id_count,selling_price_sum,selling_price_mean,selling_price_std,other_discount_sum,other_discount_mean,coupon_discount_sum,coupon_discount_mean,coupon_applied_sum,coupon_applied_mean
29,2013-08-10,4078,476982.55000000197,116.96482344286463,215.28836948536969,59300.22999999995,14.54149828347228,268.57,0.0658582638548308,7.0,0.0017165277096615988
30,2013-08-10,4511,520403.9300000005,115.36331855464432,198.70842257817873,71495.59999999986,15.84916869873639,1004.49,0.22267568166703613,35.0,0.007758811793393926
31,2013-08-10,6942,754218.5399999941,108.6457130509931,180.16209014016783,131769.81999999884,18.981535580524177,3318.2299999999973,0.4779933736675306,130.0,0.018726591760299626
32,2013-08-10,4625,550983.4299999988,119.13155243243217,184.68369239545638,81795.23999999963,17.685457297297216,3193.2799999999975,0.6904389189189184,79.0,0.01708108108108108
33,2013-08-10,3811,501859.3499999985,131.6870506428755,215.8435688204954,68448.66999999984,17.96081605877718,1040.1,0.2729204933088428,15.0,0.003935974809761217
34,2013-08-10,26,2071.2900000000004,79.66500000000002,50.68145280080278,308.46,11.863846153846152,0.0,0.0,0.0,0.0
35,2013-07-15,456,46873.000000000015,102.7916666666667,57.927903085623946,8428.94,18.48451754385965,477.31,1.0467324561403508,14.0,0.03070175438596491
37,2013-09-16,208,20072.319999999985,96.50153846153839,52.97709857539493,70.88,0.34076923076923077,0.0,0.0,0.0,0.0
38,2013-09-16,678,53722.07999999998,79.23610619469024,66.33542417831006,11145.150000000003,16.43827433628319,557.44,0.8221828908554573,16.0,0.02359882005899705
39,2013-10-08,968,96166.03000000017,99.34507231404977,58.96616452013874,16279.80000000002,16.81797520661159,436.34000000000003,0.4507644628099174,17.0,0.01756198347107438
40,2013-10-08,6140,847442.8599999964,138.0200097719864,260.96757411144387,99242.0799999993,16.16320521172627,547.12,0.08910749185667753,7.0,0.0011400651465798045
41,2013-10-08,160,14530.439999999997,90.81524999999998,42.603602882308664,8103.040000000008,50.64400000000005,222.60000000000002,1.39125,9.0,0.05625
42,2013-10-21,4756,549579.0799999994,115.55489486963822,201.92694389089397,72218.06999999961,15.184623633305218,1888.5599999999986,0.39708999158957076,34.0,0.007148864592094197
43,2013-10-21,4756,549579.0800000005,115.55489486963846,201.92694389089365,72218.06999999977,15.18462363330525,1888.5599999999988,0.3970899915895708,34.0,0.007148864592094197
44,2013-10-21,477,41359.81,86.70819706498952,45.4163096016732,5306.529999999996,11.124800838574416,306.34,0.6422222222222221,14.0,0.029350104821802937
45,2013-02-16,1917,236287.91999999955,123.25921752738631,212.91846664468235,29910.830000000024,15.602936880542527,189.5,0.09885237350026083,3.0,0.001564945226917058
46,2013-02-16,1798,198400.63999999972,110.34518353726347,179.68736380140783,27477.010000000053,15.28198553948835,0.0,0.0,0.0,0.0
47,2013-02-16,2197,231153.94999999934,105.21345015930785,174.56074586598646,36578.11000000004,16.649116977696877,53.43,0.024319526627218934,1.0,0.0004551661356395084
48,2013-02-16,1748,200516.93999999977,114.71220823798613,202.3786039666483,28339.410000000036,16.212477116704825,53.42999999999999,0.03056636155606407,2.0,0.0011441647597254005
49,2013-02-16,1967,215737.22000000076,109.67830198271518,190.4034141185505,27670.70000000009,14.067463141840413,35.26,0.017925775292323334,1.0,0.0005083884087442806
50,2013-02-16,2263,262580.37999999936,116.0319840919131,205.25033852242083,35206.54000000004,15.5574635439682,175.25,0.07744144940344676,4.0,0.0017675651789659744
51,2013-02-16,2186,228799.35999999964,104.66576395242436,168.390937742941,35715.33000000004,16.33821134492225,0.0,0.0,0.0,0.0
52,2013-02-16,2187,220410.1499999999,100.7819615912208,170.9106658337585,34489.340000000084,15.770160036579828,348.72999999999996,0.1594558756287151,7.0,0.003200731595793324
53,2013-02-16,1617,202809.32999999993,125.42320964749531,221.24051755319175,27138.280000000035,16.783104514533107,35.62,0.022028447742733454,1.0,0.0006184291898577613
54,2013-02-16,2186,242856.89999999985,111.0964775846294,185.4943782489313,35927.90000000004,16.43545288197623,153.51999999999998,0.07022872827081426,3.0,0.0013723696248856359
55,2013-02-16,2073,251113.21000000025,121.13517124939713,215.93211095523736,33992.19000000006,16.397583212735196,0.0,0.0,0.0,0.0
56,2013-02-16,2008,223833.30999999947,111.47077191235033,184.1388297304537,31814.79000000003,15.844018924302803,451.66,0.22493027888446215,10.0,0.0049800796812749
57,2013-02-16,1598,183936.47999999998,115.1041802252816,197.14281438030767,24298.78000000003,15.205744680851083,0.0,0.0,0.0,0.0
58,2013-02-16,2280,283479.3099999999,124.33303070175434,227.0880151667279,36827.910000000025,16.152592105263167,338.75,0.14857456140350878,7.0,0.0030701754385964912
59,2013-02-16,2152,282715.7299999994,131.3734804832711,241.0407924567695,34957.14,16.244024163568774,82.64,0.038401486988847586,1.0,0.00046468401486988845
60,2013-02-16,1909,218066.87999999936,114.2309481403873,198.7901077002787,28868.530000000053,15.122331063384,0.0,0.0,0.0,0.0
61,2013-02-16,1855,217216.64999999947,117.0979245283016,216.14894820990656,28653.140000000058,15.446436657681971,71.24,0.03840431266846361,2.0,0.001078167115902965
62,2013-02-16,2227,245811.16000000024,110.37770992366423,188.50377665230917,31556.37000000002,14.169901212393363,88.69,0.03982487651549169,1.0,0.000449034575662326
63,2013-02-16,2130,245802.3900000001,115.4001830985916,202.29865731730774,36248.57000000002,17.018107981220666,35.62,0.016723004694835678,1.0,0.00046948356807511736
64,2013-02-16,1782,217837.8999999997,122.24349046015696,209.98544292008248,28130.62000000007,15.78598204264875,0.0,0.0,0.0,0.0
65,2013-02-16,2189,238049.8199999994,108.74820465966167,183.78967384036937,34696.77000000002,15.850511649154873,53.43,0.02440840566468707,1.0,0.00045682960255824577
66,2013-02-16,2118,247085.83999999973,116.65998111425861,195.43316899809588,33858.02000000007,15.985845136921657,35.62,0.016817752596789422,1.0,0.00047214353163361664
67,2013-02-16,1974,222140.41999999993,112.53314083080036,201.73633798556241,29361.04000000004,14.87388044579536,53.43,0.027066869300911855,1.0,0.0005065856129685917
68,2013-02-16,1722,201519.69999999952,117.02653890824594,210.5674219799596,27038.110000000044,15.701573751451827,136.07,0.07901858304297328,2.0,0.0011614401858304297
69,2013-02-16,1865,202413.96000000008,108.53295442359254,179.72962757853188,30196.19000000001,16.19098659517427,35.62,0.019099195710455763,1.0,0.0005361930294906167
70,2013-02-16,1599,173429.19999999975,108.46103814884287,191.50683752662005,24214.64000000003,15.143614759224533,35.26,0.02205128205128205,1.0,0.0006253908692933083
71,2013-02-16,1946,223930.62999999992,115.07226618705032,208.52173274307106,30833.10999999999,15.844352517985607,189.5,0.0973792394655704,4.0,0.0020554984583761563
72,2013-02-16,1661,188095.2099999998,113.24214930764587,210.06088491745766,24639.380000000037,14.834063816977746,153.88,0.09264298615291992,3.0,0.001806140878988561
73,2013-02-16,2036,257596.64999999988,126.52094793713157,230.70682996791186,34059.190000000024,16.72848231827113,0.0,0.0,0.0,0.0
74,2013-02-16,1966,255419.82000000088,129.9185249237034,233.85982952117982,29055.840000000062,14.7791658189217,35.62,0.018118006103763986,1.0,0.000508646998982706
75,2013-02-16,2214,252421.63000000012,114.01157633243004,207.29956778923233,33587.20000000005,15.170370370370392,35.62,0.016088527551942185,1.0,0.00045167118337850043
76,2013-02-16,1638,201069.7299999995,122.75319291819261,211.7801932338873,25822.620000000043,15.7647252747253,175.25,0.10699023199023198,4.0,0.002442002442002442
77,2013-02-16,1974,244869.05999999942,124.04714285714256,216.5584248817647,31753.489999999983,16.085861195542037,53.42999999999999,0.02706686930091185,2.0,0.0010131712259371835
78,2013-02-16,1871,231435.33999999994,123.69606627471937,231.67578062904866,30852.940000000086,16.49008017103158,35.62,0.019037947621592728,1.0,0.0005344735435595938
79,2013-02-16,1771,211475.6499999994,119.4103049124785,204.18800884384265,27236.900000000052,15.379390175042378,0.0,0.0,0.0,0.0
80,2013-02-16,2140,250467.2600000001,117.04077570093463,204.59954759909044,33535.99,15.67102336448598,53.43,0.024967289719626168,1.0,0.00046728971962616824
81,2013-02-16,1955,211702.70999999982,108.28783120204594,181.28830593048892,30870.92000000002,15.790751918158579,0.0,0.0,0.0,0.0
82,2013-02-16,2018,228242.7999999997,113.10346878097111,186.31071293553043,33415.54000000006,16.558741328047603,138.21,0.06848860257680872,4.0,0.0019821605550049554
83,2013-02-16,1749,213542.2799999998,122.0939279588335,232.15355581421207,26446.26000000006,15.12078902229849,0.0,0.0,0.0,0.0
84,2013-02-16,1687,210338.63999999993,124.68206283343208,238.30892976169497,27561.440000000068,16.33754593953768,171.33,0.1015589804386485,3.0,0.0017783046828689982
85,2013-02-16,2149,247285.13999999984,115.06986505351318,191.99794470339083,31321.470000000012,14.574904606793863,175.25,0.08154955793392275,4.0,0.0018613308515588647
86,2013-02-16,1540,194284.62,126.15884415584415,219.82294371247713,25225.350000000006,16.380097402597407,82.64,0.05366233766233766,1.0,0.0006493506493506494
87,2013-02-16,1945,229214.05999999982,117.84784575835467,199.35172859822342,32545.050000000072,16.732673521850938,0.0,0.0,0.0,0.0
88,2013-02-16,2054,247256.07999999932,120.37783836416715,220.47186530847273,31497.980000000003,15.334946445959106,427.44,0.20810126582278482,9.0,0.004381694255111977
89,2013-02-16,1659,187488.59999999928,113.01301989150046,203.72474058019915,26627.850000000006,16.050542495479206,266.09000000000003,0.16039180229053648,6.0,0.003616636528028933
90,2013-02-16,1835,221370.80000000002,120.63803814713897,221.51987622804407,29301.680000000037,15.968217983651247,35.62,0.019411444141689372,1.0,0.0005449591280653951
91,2013-02-16,2110,224450.1299999999,106.37446919431274,175.58008713050185,35222.13000000006,16.6929526066351,0.0,0.0,0.0,0.0
92,2013-02-16,1973,235616.69999999955,119.42052711606668,206.87866859098256,29707.340000000084,15.056938672073027,35.62,0.018053725291434362,1.0,0.0005068423720223011
93,2013-02-16,2003,227190.45999999935,113.42509236145749,207.94158692156176,32490.09000000003,16.220713929106356,0.0,0.0,0.0,0.0
94,2013-02-16,1632,178242.6599999996,109.21731617647033,193.77333578112717,28916.48000000003,17.718431372549038,142.12,0.08708333333333333,3.0,0.001838235294117647
95,2013-02-16,1845,205210.47000000006,111.22518699186995,184.3400364718788,29475.550000000032,15.975907859078609,35.62,0.019306233062330622,1.0,0.0005420054200542005
96,2013-02-16,2128,238227.36999999973,111.94895206766905,180.22633196589265,34127.69000000006,16.037448308270704,106.85999999999999,0.050216165413533825,3.0,0.0014097744360902255
97,2013-02-16,2004,240192.89000000025,119.85673153692628,206.89189542139937,32203.760000000075,16.069740518962114,0.0,0.0,0.0,0.0
98,2013-02-16,2119,244541.09000000055,115.4040066068903,191.3624283385927,32445.850000000017,15.311868806040593,0.0,0.0,0.0,0.0
99,2013-02-16,1751,203013.36999999982,115.94138777841223,208.3786721364021,28048.51000000003,16.018566533409498,163.5,0.09337521416333523,3.0,0.0017133066818960593
100,2013-02-16,1605,177024.1400000003,110.29541433021826,168.1110019621088,23467.540000000055,14.621520249221218,71.24,0.04438629283489096,2.0,0.0012461059190031153
101,2013-02-16,1769,188559.08999999918,106.59078010175195,182.70654049657946,27031.190000000028,15.280491803278704,0.0,0.0,0.0,0.0
102,2013-02-16,1887,205693.83999999968,109.00574456809734,191.41964043146237,31152.93000000006,16.509236883942798,0.0,0.0,0.0,0.0
103,2013-02-16,2121,244143.06999999963,115.10752946723227,199.978725877084,35820.03000000009,16.888274398868504,173.47,0.08178689297501178,5.0,0.0023573785950023575
104,2013-01-07,1396,181678.55999999985,130.14223495701995,237.68353159006077,23433.100000000064,16.785888252149043,0.0,0.0,0.0,0.0
105,2013-03-11,2889,384474.6000000008,133.0822429906545,239.47691628014502,50538.88999999996,17.493558324679807,431.34999999999997,0.14930771893388714,6.0,0.0020768431983385254
106,2013-04-08,3535,456975.2500000009,129.27164073550236,238.41711204545746,52189.449999999815,14.763635077793442,585.24,0.16555586987270157,10.0,0.002828854314002829
107,2013-04-22,4932,574554.2600000027,116.49518653690241,201.34342713010275,79095.71999999974,16.037250608272455,348.71000000000004,0.07070356853203569,5.0,0.001013787510137875
108,2013-04-22,4926,573673.3899999998,116.45826025172549,201.44182095605035,79060.09999999964,16.049553390174513,348.71,0.0707896873731222,5.0,0.0010150223304912708
109,2013-04-22,4926,573673.3900000014,116.45826025172582,201.44182095605024,79060.09999999961,16.049553390174506,348.71,0.0707896873731222,5.0,0.0010150223304912708
110,2013-05-19,2858,333192.0499999999,116.58224282715182,211.31919718129748,45287.31999999999,15.84580825752274,263.94,0.09235129461161651,5.0,0.0017494751574527643
111,2013-05-19,2476,316492.48000000045,127.82410339256884,233.23720361526043,42037.689999999995,16.978065428109854,453.45,0.18313812600969304,6.0,0.0024232633279483036
112,2013-05-19,2280,251470.13999999856,110.29392105263095,191.24547576548304,33747.32000000006,14.801456140350902,0.0,0.0,0.0,0.0
113,2013-05-19,2998,373215.46000000037,124.48814543028698,229.0962652222168,49586.09000000009,16.539723148765873,240.8,0.08032021347565044,5.0,0.001667778519012675
114,2013-05-19,2959,408880.45000000176,138.18197026022364,254.49090474070934,48900.75999999998,16.52611017235552,187.37,0.06332206826630618,4.0,0.0013518080432578573
115,2013-05-19,3173,368195.78000000055,116.04027103687379,207.27353014429102,43812.76000000002,13.807992436180276,53.43,0.01683895367160416,1.0,0.0003151591553734636
116,2013-05-19,2724,325819.47999999946,119.61067547723916,236.1849489730336,43530.68999999996,15.980429515418487,177.39,0.06512114537444934,1.0,0.0003671071953010279
117,2013-05-19,2455,293355.5799999995,119.49310794297331,237.0787246566752,38047.27000000003,15.497869653767834,142.48,0.058036659877800406,3.0,0.0012219959266802445
118,2013-05-19,3022,343994.56000000035,113.83009927200541,205.9954616093063,44951.869999999966,14.874874255459948,89.05,0.029467240238252812,2.0,0.0006618133686300463
119,2013-05-19,2521,358171.7600000006,142.07527171757263,272.967928838355,40235.89000000009,15.960289567631927,97.59,0.03871082903609679,2.0,0.0007933359777865926
120,2013-05-19,2657,294748.64999999973,110.93287542340975,195.86533830308343,41189.05999999998,15.502092585622876,97.59,0.036729394053443734,2.0,0.0007527286413248024
121,2013-05-19,2851,362643.31000000105,127.19863556646827,243.8622731731795,39525.58000000001,13.863760084180992,295.65,0.10370045598035776,3.0,0.001052262364082778
122,2013-05-19,2816,308496.0599999997,109.55115767045444,187.57125782466656,43931.01999999987,15.600504261363591,0.0,0.0,0.0,0.0
123,2013-05-19,2284,262295.8899999996,114.84058231173363,204.6555237722154,35617.53000000005,15.594365148861668,187.37,0.08203590192644483,4.0,0.0017513134851138354
124,2013-05-19,2278,265076.7699999996,116.36381474978033,209.53896664680843,35135.22000000001,15.423713784021075,88.69,0.0389332748024583,1.0,0.0004389815627743635
125,2013-05-19,2420,286013.8899999993,118.18755785123939,211.1758813202189,38735.080000000016,16.006231404958683,124.31,0.05136776859504132,2.0,0.0008264462809917355
126,2013-05-19,2548,283710.13999999955,111.34620879120861,188.18857492249938,39438.0,15.478021978021978,0.0,0.0,0.0,0.0
127,2013-05-19,2859,353346.6500000011,123.59099335432006,237.11535963300742,42895.13999999996,15.003546694648465,124.31,0.04348023784540049,3.0,0.001049317943336831
128,2013-05-19,3048,390500.94000000047,128.11710629921276,219.49827849974363,49808.779999999875,16.341463254593133,35.62,0.011686351706036744,1.0,0.00032808398950131233
129,2013-05-19,2300,302401.15999999974,131.47876521739119,251.36415773940155,35732.520000000026,15.535878260869577,187.37,0.08146521739130436,4.0,0.0017391304347826088
130,2013-05-19,2703,332115.2799999996,122.86913799482043,233.10729665429966,40472.389999999956,14.973137254901944,53.43,0.019766925638179802,1.0,0.0003699593044765076
131,2013-05-19,2323,268005.7199999998,115.37052087817469,195.02984420892497,36678.17999999998,15.789143349117511,153.88,0.06624192854068016,3.0,0.0012914334911752045
132,2013-05-19,2628,288676.81999999966,109.8465829528157,198.18306129045737,40319.37999999995,15.342229832572277,276.06,0.10504566210045663,5.0,0.001902587519025875
133,2013-05-19,2463,318521.87000000087,129.3227243199354,245.68037640176206,37415.77999999999,15.191140885099468,53.42999999999999,0.021693057247259437,2.0,0.0008120178643930166
134,2013-05-19,2203,282155.3999999997,128.0778029959145,237.38035178737658,33829.03,15.355891965501588,0.0,0.0,0.0,0.0
135,2013-05-19,2729,304203.69999999955,111.47075851960409,195.51357760950103,41603.019999999895,15.244785635763977,228.68,0.08379626236716746,5.0,0.001832172957127153
136,2013-05-19,2575,315612.27999999886,122.5678757281549,216.42881878872882,40506.27999999996,15.730594174757266,91.9,0.035689320388349516,2.0,0.0007766990291262136
137,2013-05-19,2963,362817.45999999915,122.44936213297305,226.21824263360014,46751.77999999992,15.778528518393493,0.0,0.0,0.0,0.0
138,2013-05-19,2368,302089.95000000054,127.5717694256759,228.62114248928884,36224.50000000002,15.297508445945954,88.69,0.037453547297297295,1.0,0.0004222972972972973
139,2013-05-19,2708,320010.7499999994,118.17235967503672,218.84656907662367,46607.65999999992,17.211100443131436,35.62,0.013153618906942392,1.0,0.00036927621861152144
140,2013-05-19,2197,312406.3299999998,142.19678197542092,276.348906278865,31599.620000000068,14.383076923076954,187.37,0.08528447883477469,4.0,0.0018206645425580337
141,2013-05-19,2730,304184.06000000006,111.42273260073262,199.42454896585878,40476.43999999993,14.826534798534773,264.3,0.09681318681318682,6.0,0.002197802197802198
142,2013-05-19,3093,332706.75000000035,107.56765276430662,178.74593972985542,46025.36999999983,14.880494665373368,53.43,0.017274490785645004,1.0,0.00032331070158422246
143,2013-05-19,2358,297156.51999999955,126.02057675996588,219.353067490681,40326.94000000002,17.102179813401193,187.37,0.07946140797285836,4.0,0.0016963528413910093
144,2013-05-19,2427,306737.6199999997,126.38550473836,227.33670412205447,37306.25999999998,15.371347342398014,184.15,0.07587556654305727,5.0,0.0020601565718994645
145,2013-05-19,2757,329518.0999999999,119.52052956111713,213.25046479345633,44220.44999999999,16.039336235038082,136.07,0.04935437069278201,2.0,0.0007254261878853826
146,2013-05-19,2368,299486.64,126.47239864864865,221.72915208629502,34406.43000000004,14.529742398648665,175.25,0.07400760135135136,4.0,0.0016891891891891893
147,2013-05-19,151,11092.760000000002,73.4619867549669,53.7837912388713,2292.809999999999,15.184172185430457,197.67999999999998,1.309139072847682,5.0,0.033112582781456956
148,2013-05-19,205,17318.700000000004,84.48146341463416,57.18994731015335,3485.769999999999,17.00375609756097,151.38,0.7384390243902439,5.0,0.024390243902439025
149,2013-05-19,1952,247282.5399999995,126.6816290983604,249.8265307950548,28916.720000000045,14.813893442622973,0.0,0.0,0.0,0.0
150,2013-05-19,2596,311825.8400000004,120.11781201849013,217.93686951698695,43784.379999999976,16.866093990754997,124.31,0.04788520801232666,2.0,0.0007704160246533128
151,2013-05-19,2632,319788.0800000011,121.5000303951372,225.7554111073327,37969.74999999994,14.426196808510616,62.33,0.02368161094224924,2.0,0.0007598784194528875
152,2013-05-19,2511,335906.46000000066,133.77397849462392,251.77813730196848,40229.609999999964,16.02135005973714,455.58,0.18143369175627239,7.0,0.0027877339705296694
153,2013-05-19,2573,291907.46,113.45023707734163,196.48238217468025,43957.39999999988,17.084104158569716,44.519999999999996,0.017302759424795956,2.0,0.000777302759424796
154,2013-05-19,2419,300106.47000000026,124.06220338983061,234.98598471956137,40634.98000000011,16.798255477470075,209.45000000000002,0.08658536585365854,4.0,0.0016535758577924762
155,2013-05-19,2872,361538.7200000017,125.88395543175547,240.80214564496555,39616.99999999996,13.794220055710294,323.44,0.1126183844011142,6.0,0.0020891364902506965
156,2013-05-19,2360,273866.83999999985,116.04527118644062,197.84784383281718,36762.70000000006,15.577415254237314,35.62,0.01509322033898305,1.0,0.000423728813559322
157,2013-05-19,2699,317669.1899999997,117.69884772137819,207.9412213437253,38162.01999999996,14.13931826602444,230.82,0.08552056317154501,3.0,0.0011115227862171174
158,2013-05-19,2538,289721.9999999997,114.15366430260036,196.17469841454545,38752.08000000001,15.26874704491726,0.0,0.0,0.0,0.0
159,2013-05-19,2524,304918.8300000003,120.80777733755956,222.6573361886666,39344.05999999994,15.587979397781275,35.62,0.014112519809825672,1.0,0.0003961965134706815
160,2013-05-19,2863,307200.22000000015,107.30011177086976,185.5083124177679,46219.540000000015,16.14374432413553,352.99,0.1232937478169752,8.0,0.0027942717429269995
161,2013-05-19,1986,242961.85999999952,122.33729103726058,226.97280636816956,31835.66000000005,16.030040281973843,97.94999999999999,0.049320241691842896,3.0,0.0015105740181268882
162,2013-05-19,2978,359589.0000000012,120.74848891873782,207.08687664050922,46259.0999999999,15.533613163196742,71.24,0.02392209536601746,2.0,0.000671591672263264
163,2013-05-19,2650,295317.14000000036,111.44043018867939,195.07641023381836,39378.879999999976,14.859954716981123,369.74,0.1395245283018868,7.0,0.0026415094339622643
164,2013-05-19,1,117.19,117.19,,0.0,0.0,0.0,0.0,0.0,0.0
165,2013-05-19,2229,278247.9799999994,124.83085688649592,228.1994320845449,36337.30000000001,16.302063705697627,35.26,0.01581875280394796,1.0,0.00044863167339614175
166,2013-05-19,2884,335740.5700000001,116.41489944521503,211.98863620309382,45374.35999999983,15.733134535367487,0.0,0.0,0.0,0.0
167,2013-05-19,2397,283517.3099999996,118.28006257822261,213.76764810126375,37032.529999999955,15.449532749269903,88.69,0.037000417188151856,1.0,0.00041718815185648727
168,2013-05-19,3050,392735.2000000006,128.7656393442625,233.03507626301396,46317.86999999996,15.186186885245888,276.42,0.09062950819672132,6.0,0.0019672131147540984
169,2013-05-19,2943,352596.77000000014,119.80862045531775,217.74354691153957,43866.48999999997,14.9053652735304,0.0,0.0,0.0,0.0
170,2013-05-19,2576,315249.3799999997,122.37941770186325,231.3317553385407,41684.64999999994,16.181929347826063,8.9,0.003454968944099379,1.0,0.00038819875776397513
171,2013-05-19,2378,292517.4299999994,123.00985281749344,235.53753047022457,39327.33999999998,16.537989907485276,0.0,0.0,0.0,0.0
172,2013-05-19,2373,273550.3199999994,115.27615676359015,199.18494551748915,39155.17000000004,16.500282343025724,124.31,0.05238516645596292,2.0,0.0008428150021070375
173,2013-07-29,14,584.4899999999999,41.749285714285705,43.448326242753055,125.73,8.980714285714287,0.0,0.0,0.0,0.0
174,2013-07-29,6880,774882.4100000005,112.62825726744194,204.82835995843627,103020.04999999954,14.97384447674412,385.77000000000004,0.05607122093023256,7.0,0.0010174418604651163
175,2013-08-10,3248,359504.4400000017,110.68486453202023,194.27689286300935,49778.589999999924,15.32592056650244,375.78999999999996,0.11569889162561575,4.0,0.0012315270935960591
177,2013-08-10,2994,344215.46999999904,114.9684268537071,207.00269383599655,46718.779999999926,15.60413493653972,160.29,0.05353707414829659,4.0,0.0013360053440213762
178,2013-08-10,2865,332960.0700000003,116.21642931937183,208.03028684015564,43722.38999999999,15.260869109947642,330.9,0.11549738219895288,6.0,0.0020942408376963353
179,2013-08-10,2778,336543.0299999997,121.145799136069,219.75212506849502,42337.659999999945,15.240338372930147,19.59,0.0070518358531317495,1.0,0.0003599712023038157
180,2013-08-10,2459,307796.90999999986,125.1715778771858,221.12660870950026,38260.520000000055,15.559381862545772,0.0,0.0,0.0,0.0
181,2013-08-10,2284,248482.54999999967,108.79271015761807,195.07554090226435,32390.820000000007,14.181619964973734,349.08,0.1528371278458844,4.0,0.0017513134851138354
182,2013-08-10,2928,334049.66000000003,114.08799863387979,198.32835363312208,47466.0099999999,16.211068989071006,224.76,0.0767622950819672,3.0,0.0010245901639344263
183,2013-08-10,2922,349777.1200000005,119.70469541410012,228.17215729306741,42907.68999999991,14.684356605064993,230.82,0.07899383983572895,2.0,0.0006844626967830253
184,2013-08-10,2267,271620.73999999935,119.81505955006588,212.8864485182066,34408.239999999976,15.177873842082036,53.43,0.02356859285399206,1.0,0.0004411116012351125
185,2013-08-10,3036,353649.31000000035,116.48527997364965,224.07129851355177,46190.40999999984,15.214232542819447,129.3,0.042588932806324115,3.0,0.0009881422924901185
186,2013-08-10,2756,356671.7299999999,129.4164477503628,247.7981897529441,45441.99999999984,16.488388969520987,405.35,0.1470791001451379,7.0,0.0025399129172714078
