customer_id,coupon_id,start_date,item_id_count,selling_price_sum,selling_price_mean,selling_price_std,other_discount_sum,other_discount_mean,coupon_discount_sum,coupon_discount_mean,coupon_applied_sum,coupon_applied_mean
14,417,2013-10-08,4,403.93,100.9825,14.638582297021344,250.06,62.515,0.0,0.0,0.0,0.0
14,432,2013-09-16,1,95.82,95.82,,0.0,0.0,0.0,0.0,0.0,0.0
14,492,2013-09-16,2,297.78,148.89,30.221743827913034,42.74,21.37,0.0,0.0,0.0,0.0
14,599,2013-10-08,2,248.62,124.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,705,2013-03-11,2,255.75,127.875,20.145472196004746,53.43,26.715,0.0,0.0,0.0,0.0
14,705,2013-05-19,2,255.75,127.875,20.145472196004746,53.43,26.715,0.0,0.0,0.0,0.0
14,907,2013-09-16,1,81.57,81.57,,17.81,17.81,0.0,0.0,0.0,0.0
15,16,2013-01-07,1,70.88,70.88,,0.0,0.0,0.0,0.0,0.0,0.0
15,19,2013-03-11,1,177.74,177.74,,0.0,0.0,0.0,0.0,0.0,0.0
15,294,2012-11-19,1,65.54,65.54,,0.0,0.0,12.47,12.47,1.0,1.0
15,407,2012-08-12,1,70.88,70.88,,0.0,0.0,0.0,0.0,0.0,0.0
15,407,2013-01-07,1,70.88,70.88,,0.0,0.0,0.0,0.0,0.0,0.0
15,468,2012-11-19,3,394.32,131.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,468,2013-03-11,3,394.32,131.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,468,2013-08-10,5,678.5699999999999,135.714,7.722278161268215,0.0,0.0,0.0,0.0,0.0,0.0
15,578,2013-03-11,1,89.05,89.05,,24.58,24.58,0.0,0.0,0.0,0.0
15,705,2013-03-11,1,116.48,116.48,,0.0,0.0,0.0,0.0,0.0,0.0
15,869,2013-08-10,2,237.94,118.97,32.73904396893716,83.7,41.85,0.0,0.0,0.0,0.0
15,869,2013-09-16,2,237.94,118.97,32.73904396893716,83.7,41.85,0.0,0.0,0.0,0.0
15,870,2013-03-11,1,142.12,142.12,,78.36,78.36,0.0,0.0,0.0,0.0
15,942,2013-08-10,1,117.19,117.19,,0.0,0.0,0.0,0.0,0.0,0.0
16,559,2013-02-16,1,213.36,213.36,,17.81,17.81,0.0,0.0,0.0,0.0
16,674,2013-02-16,2,178.1,89.05,0.0,63.4,31.7,0.0,0.0,0.0,0.0
16,946,2013-08-10,1,63.76,63.76,,0.0,0.0,0.0,0.0,0.0,0.0
17,6,2013-02-16,2,115.75999999999999,57.879999999999995,18.893893193304546,33.120000000000005,16.560000000000002,0.0,0.0,0.0,0.0
17,21,2013-05-19,4,338.03000000000003,84.50750000000001,64.50175055763991,225.84,56.46,0.0,0.0,0.0,0.0
17,789,2013-08-10,1,44.52,44.52,,19.23,19.23,0.0,0.0,0.0,0.0
19,33,2013-08-10,6,347.28999999999996,57.88166666666666,32.46334266009381,42.39,7.065,0.0,0.0,0.0,0.0
19,796,2013-07-29,8,603.05,75.38125,18.884189484857437,100.08000000000001,12.510000000000002,17.81,2.22625,1.0,0.125
19,906,2013-07-29,7,646.86,92.40857142857143,25.654543086018528,369.03,52.71857142857142,0.0,0.0,0.0,0.0
19,1077,2013-07-29,1,177.74,177.74,,0.0,0.0,0.0,0.0,0.0,0.0
20,21,2013-05-19,1,56.64,56.64,,0.0,0.0,0.0,0.0,0.0,0.0
20,31,2013-08-10,7,785.4200000000001,112.20285714285716,23.719690634776917,155.66,22.237142857142857,0.0,0.0,0.0,0.0
20,417,2013-08-10,1,95.11,95.11,,68.39,68.39,0.0,0.0,0.0,0.0
21,347,2012-12-17,1,59.49,59.49,,4.27,4.27,0.0,0.0,0.0,0.0
22,42,2013-10-21,3,374.01,124.67,30.847824882801707,265.37,88.45666666666666,106.85999999999999,35.62,3.0,1.0
22,43,2013-10-21,3,374.01,124.67,30.847824882801707,265.37,88.45666666666666,106.85999999999999,35.62,3.0,1.0
23,8,2013-02-16,1,89.05,89.05,,35.26,35.26,0.0,0.0,0.0,0.0
23,21,2013-05-19,10,562.44,56.24400000000001,31.911522892731604,89.05999999999999,8.905999999999999,0.0,0.0,0.0,0.0
23,220,2013-08-10,1,35.62,35.62,,17.45,17.45,0.0,0.0,0.0,0.0
23,467,2013-05-19,1,53.43,53.43,,13.89,13.89,0.0,0.0,0.0,0.0
24,24,2013-05-19,6,888.71,148.11833333333334,56.581490760377335,123.60999999999999,20.601666666666663,0.0,0.0,0.0,0.0
24,488,2013-07-29,1,178.1,178.1,,0.0,0.0,0.0,0.0,0.0,0.0
24,520,2013-03-11,1,106.86,106.86,,91.9,91.9,0.0,0.0,0.0,0.0
24,703,2013-07-29,1,61.98,61.98,,23.15,23.15,0.0,0.0,0.0,0.0
24,705,2013-03-11,1,142.12,142.12,,53.43,53.43,0.0,0.0,0.0,0.0
24,705,2013-05-19,1,142.12,142.12,,53.43,53.43,0.0,0.0,0.0,0.0
24,796,2013-07-29,1,106.86,106.86,,35.62,35.62,0.0,0.0,0.0,0.0
24,886,2013-05-19,2,213.0,106.5,0.0,35.62,17.81,0.0,0.0,0.0,0.0
27,8,2013-02-16,5,717.02,143.404,63.665350309253775,35.62,7.124,35.62,7.124,1.0,0.2
27,39,2013-10-08,1,65.54,65.54,,65.9,65.9,0.0,0.0,0.0,0.0
27,618,2013-10-08,3,284.24,94.74666666666667,20.35737049162621,124.32,41.44,0.0,0.0,0.0,0.0
28,23,2013-05-19,15,2319.54,154.636,139.89520975154431,56.99,3.7993333333333337,0.0,0.0,0.0,0.0
28,672,2013-05-19,1,59.49,59.49,,6.41,6.41,0.0,0.0,0.0,0.0
29,570,2013-08-10,2,162.43,81.215,14.10678028467163,16.39,8.195,0.0,0.0,0.0,0.0
30,23,2013-05-19,1,59.49,59.49,,0.0,0.0,0.0,0.0,0.0,0.0
30,32,2013-08-10,1,59.49,59.49,,0.0,0.0,0.0,0.0,0.0,0.0
31,455,2013-01-12,2,61.97,30.985,6.045762979144979,0.0,0.0,0.0,0.0,0.0,0.0
31,455,2013-08-26,2,61.97,30.985,6.045762979144979,0.0,0.0,0.0,0.0,0.0,0.0
31,456,2013-08-26,1,24.58,24.58,,0.0,0.0,0.0,0.0,0.0,0.0
31,457,2013-04-08,1,24.58,24.58,,0.0,0.0,0.0,0.0,0.0,0.0
31,934,2013-01-12,4,74.80000000000001,18.700000000000003,7.48,0.0,0.0,0.0,0.0,0.0,0.0
31,934,2013-04-08,4,74.80000000000001,18.700000000000003,7.48,0.0,0.0,0.0,0.0,0.0,0.0
31,934,2013-08-26,4,74.80000000000001,18.700000000000003,7.48,0.0,0.0,0.0,0.0,0.0,0.0
32,9,2013-02-16,1,35.62,35.62,,0.0,0.0,0.0,0.0,0.0,0.0
33,37,2013-09-16,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
33,492,2013-09-16,1,53.43,53.43,,31.7,31.7,0.0,0.0,0.0,0.0
33,559,2013-02-16,1,213.36,213.36,,17.81,17.81,0.0,0.0,0.0,0.0
33,703,2013-07-29,1,156.37,156.37,,0.0,0.0,0.0,0.0,0.0,0.0
33,715,2013-10-08,2,134.64,67.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,811,2013-09-16,1,178.1,178.1,,106.15,106.15,0.0,0.0,0.0,0.0
33,869,2013-08-10,1,70.53,70.53,,60.91,60.91,0.0,0.0,0.0,0.0
33,869,2013-09-16,1,70.53,70.53,,60.91,60.91,0.0,0.0,0.0,0.0
33,869,2013-10-08,1,70.53,70.53,,60.91,60.91,0.0,0.0,0.0,0.0
33,877,2013-08-10,1,89.05,89.05,,78.01,78.01,0.0,0.0,0.0,0.0
34,8,2013-02-16,3,476.95,158.98333333333332,51.567883739138786,49.87,16.62333333333333,0.0,0.0,0.0,0.0
34,30,2013-08-10,3,159.57,53.19,0.20784609690826597,17.45,5.816666666666666,0.0,0.0,0.0,0.0
35,31,2013-08-10,10,1048.3,104.83,43.38378140375604,360.12,36.012,0.0,0.0,0.0,0.0
36,22,2013-05-19,25,2214.129999999999,88.56519999999996,66.60613191991659,475.53,19.0212,0.0,0.0,0.0,0.0
36,42,2013-10-21,15,1872.54,124.836,116.13284909964105,473.75,31.583333333333332,0.0,0.0,0.0,0.0
36,43,2013-10-21,15,1872.54,124.836,116.13284909964105,473.75,31.583333333333332,0.0,0.0,0.0,0.0
36,287,2013-03-11,1,160.29,160.29,,53.07,53.07,0.0,0.0,0.0,0.0
36,415,2013-10-21,2,403.92999999999995,201.96499999999997,117.37265460915502,86.55000000000001,43.275000000000006,0.0,0.0,0.0,0.0
36,878,2013-10-21,2,282.11,141.055,155.1462988601404,227.60999999999999,113.80499999999999,0.0,0.0,0.0,0.0
36,1109,2013-10-21,1,65.9,65.9,,0.0,0.0,0.0,0.0,0.0,0.0
37,22,2013-05-19,9,610.51,67.83444444444444,34.565017037139995,79.79,8.865555555555556,0.0,0.0,0.0,0.0
37,29,2013-08-10,1,71.24,71.24,,0.0,0.0,0.0,0.0,0.0,0.0
38,37,2013-09-16,3,291.01,97.00333333333333,31.124139077785482,0.0,0.0,0.0,0.0,0.0,0.0
38,492,2013-04-22,1,170.26,170.26,,0.0,0.0,0.0,0.0,0.0,0.0
38,492,2013-09-16,1,170.26,170.26,,0.0,0.0,0.0,0.0,0.0,0.0
38,496,2013-04-22,1,170.26,170.26,,0.0,0.0,0.0,0.0,0.0,0.0
38,518,2013-09-16,1,89.05,89.05,,17.45,17.45,0.0,0.0,0.0,0.0
38,526,2013-04-22,1,53.43,53.43,,28.14,28.14,0.0,0.0,0.0,0.0
38,771,2013-05-19,1,53.43,53.43,,28.14,28.14,0.0,0.0,0.0,0.0
39,8,2013-02-16,1,180.24,180.24,,0.0,0.0,0.0,0.0,0.0,0.0
39,21,2013-05-19,3,49.150000000000006,16.383333333333336,4.318580013538401,6.77,2.2566666666666664,0.0,0.0,0.0,0.0
39,30,2013-08-10,3,49.150000000000006,16.383333333333336,4.318580013538401,6.77,2.2566666666666664,0.0,0.0,0.0,0.0
39,600,2013-08-10,1,71.24,71.24,,0.0,0.0,0.0,0.0,0.0,0.0
39,632,2013-08-10,1,102.94,102.94,,35.62,35.62,0.0,0.0,0.0,0.0
40,6,2013-02-16,8,765.46,95.6825,63.2193453100281,61.260000000000005,7.657500000000001,17.81,2.22625,1.0,0.125
40,40,2013-10-08,1,141.77,141.77,,0.0,0.0,0.0,0.0,0.0,0.0
40,244,2013-10-08,1,313.1,313.1,,0.0,0.0,0.0,0.0,0.0,0.0
40,618,2013-10-08,2,209.8,104.9,47.602428509478386,67.32,33.66,0.0,0.0,0.0,0.0
40,672,2013-02-16,1,53.43,53.43,,6.41,6.41,0.0,0.0,0.0,0.0
40,772,2013-02-16,1,97.6,97.6,,17.81,17.81,8.9,8.9,1.0,1.0
40,1081,2013-02-16,3,403.21000000000004,134.40333333333334,13.365658731739844,23.15,7.716666666666666,0.0,0.0,0.0,0.0
41,6,2013-02-16,1,63.4,63.4,,7.12,7.12,0.0,0.0,0.0,0.0
41,9,2013-02-16,6,379.0,63.166666666666664,21.36426143508515,131.44,21.906666666666666,0.0,0.0,0.0,0.0
42,38,2013-09-16,1,44.52,44.52,,12.11,12.11,0.0,0.0,0.0,0.0
42,41,2013-10-08,1,35.62,35.62,,70.88,70.88,0.0,0.0,0.0,0.0
42,455,2013-01-12,4,66.62,16.655,4.8100000000000005,0.0,0.0,0.0,0.0,0.0,0.0
42,468,2013-03-11,1,110.07,110.07,,0.0,0.0,0.0,0.0,0.0,0.0
42,492,2013-04-22,3,371.15999999999997,123.71999999999998,19.669954244990006,121.81,40.60333333333333,17.81,5.9366666666666665,1.0,0.3333333333333333
42,492,2013-09-16,3,371.15999999999997,123.71999999999998,19.669954244990006,121.81,40.60333333333333,17.81,5.9366666666666665,1.0,0.3333333333333333
42,496,2013-04-22,3,371.15999999999997,123.71999999999998,19.669954244990006,121.81,40.60333333333333,17.81,5.9366666666666665,1.0,0.3333333333333333
42,497,2013-08-10,3,371.15999999999997,123.71999999999998,19.669954244990006,121.81,40.60333333333333,17.81,5.9366666666666665,1.0,0.3333333333333333
42,518,2013-09-16,1,53.43,53.43,,53.07,53.07,0.0,0.0,0.0,0.0
42,520,2013-03-11,1,53.43,53.43,,53.07,53.07,0.0,0.0,0.0,0.0
42,578,2013-03-11,2,188.79,94.395,7.558971490884192,73.74,36.87,0.0,0.0,0.0,0.0
42,703,2013-07-29,3,227.61,75.87,8.01939523904391,112.91,37.63666666666666,0.0,0.0,0.0,0.0
42,747,2013-08-10,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
42,754,2013-08-10,2,284.6,142.3,50.11972865050249,99.38,49.69,0.0,0.0,0.0,0.0
42,788,2013-03-11,1,44.52,44.52,,12.11,12.11,0.0,0.0,0.0,0.0
42,791,2013-01-07,1,44.52,44.52,,12.11,12.11,0.0,0.0,0.0,0.0
42,796,2013-07-29,1,71.24,71.24,,0.0,0.0,0.0,0.0,0.0,0.0
42,796,2013-08-10,1,71.24,71.24,,0.0,0.0,0.0,0.0,0.0,0.0
42,993,2013-09-16,1,106.86,106.86,,24.58,24.58,0.0,0.0,0.0,0.0
42,1079,2013-09-16,1,88.69,88.69,,0.0,0.0,0.0,0.0,0.0,0.0
43,898,2013-08-10,1,77.65,77.65,,0.0,0.0,0.0,0.0,0.0,0.0
43,969,2013-08-26,1,177.39,177.39,,14.6,14.6,0.0,0.0,0.0,0.0
43,981,2013-02-16,1,102.94,102.94,,10.69,10.69,0.0,0.0,0.0,0.0
44,23,2013-05-19,5,838.85,167.77,76.95379522804578,35.26,7.052,0.0,0.0,0.0,0.0
44,287,2013-03-11,1,195.91,195.91,,17.45,17.45,0.0,0.0,0.0,0.0
44,903,2013-08-10,1,117.19,117.19,,14.25,14.25,0.0,0.0,0.0,0.0
45,7,2013-02-16,3,355.12,118.37333333333333,20.565216588534472,0.0,0.0,0.0,0.0,0.0,0.0
45,9,2013-02-16,2,73.02,36.51,1.2586500705120554,28.14,14.07,0.0,0.0,0.0,0.0
45,11,2013-02-16,1,35.62,35.62,,2.49,2.49,0.0,0.0,0.0,0.0
45,20,2013-05-19,6,639.0,106.5,22.528066051039538,106.5,17.75,0.0,0.0,0.0,0.0
45,21,2013-05-19,11,1106.7099999999998,100.60999999999999,56.75976250831217,553.9,50.35454545454545,35.62,3.238181818181818,1.0,0.09090909090909091
45,515,2013-05-19,1,142.48,142.48,,312.03,312.03,0.0,0.0,0.0,0.0
45,596,2013-10-21,2,294.21999999999997,147.10999999999999,82.1092394313819,57.35,28.675,0.0,0.0,0.0,0.0
45,599,2013-10-08,2,284.96,142.48,75.56143063759447,13.89,6.945,0.0,0.0,0.0,0.0
45,685,2013-05-19,1,213.36,213.36,,123.25,123.25,0.0,0.0,0.0,0.0
45,796,2013-07-29,1,356.2,356.2,,124.67,124.67,0.0,0.0,0.0,0.0
45,799,2013-10-08,1,95.82,95.82,,7.12,7.12,0.0,0.0,0.0,0.0
45,869,2013-08-10,1,89.05,89.05,,12.11,12.11,0.0,0.0,0.0,0.0
45,869,2013-09-16,1,89.05,89.05,,12.11,12.11,0.0,0.0,0.0,0.0
45,869,2013-10-08,1,89.05,89.05,,12.11,12.11,0.0,0.0,0.0,0.0
45,878,2013-10-21,1,56.64,56.64,,0.0,0.0,0.0,0.0,0.0,0.0
45,882,2013-02-16,1,124.31,124.31,,0.0,0.0,0.0,0.0,0.0,0.0
45,932,2013-10-08,1,35.62,35.62,,2.49,2.49,0.0,0.0,0.0,0.0
45,995,2013-05-19,1,178.1,178.1,,55.92,55.92,0.0,0.0,0.0,0.0
45,1016,2013-10-21,1,320.58,320.58,,69.82,69.82,0.0,0.0,0.0,0.0
45,1022,2013-08-10,1,95.82,95.82,,10.69,10.69,0.0,0.0,0.0,0.0
45,1059,2013-08-10,1,106.86,106.86,,92.26,92.26,0.0,0.0,0.0,0.0
45,1109,2013-10-21,1,59.49,59.49,,6.41,6.41,0.0,0.0,0.0,0.0
46,30,2013-08-10,9,613.02,68.11333333333333,29.1965755697479,82.99,9.22111111111111,0.0,0.0,0.0,0.0
46,41,2013-10-08,1,71.24,71.24,,141.77,141.77,0.0,0.0,0.0,0.0
46,97,2013-02-16,1,97.6,97.6,,8.9,8.9,0.0,0.0,0.0,0.0
46,543,2013-08-10,2,47.74,23.87,0.0,22.8,11.4,0.0,0.0,0.0,0.0
46,1059,2013-08-10,1,135.0,135.0,,64.12,64.12,0.0,0.0,0.0,0.0
46,1069,2013-07-29,1,102.59,102.59,,89.41,89.41,0.0,0.0,0.0,0.0
47,669,2013-04-22,1,63.76,63.76,,7.12,7.12,0.0,0.0,0.0,0.0
47,703,2013-07-29,1,71.24,71.24,,13.89,13.89,0.0,0.0,0.0,0.0
47,705,2013-08-10,1,113.63,113.63,,39.18,39.18,0.0,0.0,0.0,0.0
47,726,2013-05-19,1,99.02,99.02,,0.0,0.0,0.0,0.0,0.0,0.0
